Order,Variable,Value,DA_Check,DA_Min,DA_Max,Likely range,Unit,Variable explaination,References,Note 1
122,Cpool8,5054.044434,1,2000,8000,,gC/m2,Soil_passive_C_pool,"Sev: soc conc = 5 mg/g, soc content = 10000 cm2 * 160 cm * 1.5 g/cm3 * 5.0 mg/g / 1000 = 12000 C g/m2, from Kieft et al. (1998), Ecology",
123,CNini1,40,0,40,40,,unitless,Leaf C:N ratio,,
124,CNini2,60,0,60,60,,unitless,Stem C:N ratio,,
125,CNini3,40,0,40,40,,unitless,Root C:N ratio,,
126,CNini4,40,0,40,40,,unitless,Fine litter C:N ratio,,
127,CNini5,60,0,60,60,,unitless,Coarse litter C:N ratio,,
128,CNini6,8,0,8,8,,unitless,Soil active C:N ratio,,
129,CNini7,15,0,15,15,,unitless,Soil passive C:N ratio,,
130,CNini8,10,0,10,10,,unitless,Soil recalcitrant C:N ratio,,
131,vwc1,0.18242177,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 1,,
132,vwc2,0.066605,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 2,,
133,vwc3,0.11833158,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 3,,
134,vwc4,0.06824629,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 4,,
135,vwc5,0.27874839,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 5,,
136,vwc6,0.13215773,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 6,,
137,vwc7,0.18207894,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 7,,
138,vwc8,0.26133126,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 8,,
139,vwc9,0.09107104,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 9,,
140,vwc10,0.07256249,0,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 10,,
141,alpha1,0.24603051,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
142,alpha2,0.0871062,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
143,alpha3,0.43159163,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
144,alpha4,0.51755047,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
145,alpha5,0.62685156,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
146,alpha6,0.12358606,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
147,alpha7,0.15401235,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
148,alpha8,0.24595593,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
149,alpha9,0.04512751,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
150,alpha10,0.18299142,0,0,1,,cm-1,"alpha parameter in Van Genuchten model (Ryel et al., 2002)",,
151,Crt_ad,0.01655,1,0,1,,cm Mpa-1 h-1,"Root conductivity for water for all roots (Ryel et al., 2002)",,
